phase;numero;dossierMulti;dossier;ordseq;rubrique;rubrique4Erudit;id;titre;datePub;dateModif;auteurs;keywords;directeur;statut;phase
;2009;;674;6;58;58;679;Les femmes dans les milieux de gauche des Côtes-du-Nord de la Libération à 1968 : prosopographie, réseaux, militances;2009-05-22 06:17:12;2011-08-01 17:40:11;#François Prigent;#Histoire #Politique et société #Les femmes dans l’action militante, syndicale et revendicative de 1945 à nos jours  #France;Gérard Wormser;;
;2009;;674;7;58;58;680;Une expérience d’organisation syndicale des mères de famille (Bretagne, 1969-1971);2009-05-22 06:17:46;2011-08-01 17:48:01;#Vincent Porhel;#Genres #Histoire #Politique et société #Les femmes dans l’action militante, syndicale et revendicative de 1945 à nos jours  #France;Gérard Wormser;;
;2009;;674;8;58;58;681;Du droit au travail des époux au droit au travail personnel;2009-05-22 06:18:23;2011-08-01 17:50:09;#Geneviève Dermenjian #Dominique Loiseau;#Histoire #Politique et société #Les femmes dans l’action militante, syndicale et revendicative de 1945 à nos jours  #Droits humains;Gérard Wormser;;
;2009;;674;9;58;58;682;Le débat sur la mixité des structures au sein de la CFDT (1976-1982);2009-05-22 06:19:00;2011-08-01 17:54:08;#Pascale Le Brouster;#Genres #Histoire #Politique et société #Les femmes dans l’action militante, syndicale et revendicative de 1945 à nos jours ;Gérard Wormser;;
;2009;;674;10;58;58;683;Quand le militantisme fait le choix des armes : les femmes d'Action directe et les médias;2009-05-22 06:19:38;2011-10-20 00:39:35;#Fanny Bugnon;#Héritages de Mai 68 ? #Politique et société #Les femmes dans l’action militante, syndicale et revendicative de 1945 à nos jours  #Guerre et conflit #Édition, presse et médias #Stéréotypes #France;Gérard Wormser;;
;2009;;674;11;58;58;684;Émilienne Brunfaut (1908-1986): du syndicalisme au féminisme ?;2009-05-22 06:20:13;2011-08-02 11:50:52;#Catherine Jacques;#Histoire #Politique et société #Europe #Les femmes dans l’action militante, syndicale et revendicative de 1945 à nos jours  #Socialisme et Communisme;Gérard Wormser;;
;2009;;674;12;58;58;685;A different kind of activism: the position of catholic women teachers in their union (Belgium, 1950-1965);2009-05-22 06:21:01;2011-08-01 17:51:32;#Lies van Rompaey #Marc Depaepe #Franck Simon;#Genres #Histoire #Politique et société #Europe #Les femmes dans l’action militante, syndicale et revendicative de 1945 à nos jours ;Gérard Wormser;;
;2009;;693;1;109;109;693;Chroniques iraniennes;2009-06-29 03:09:10;2011-10-20 01:13:19;#Parham Shahrjerdi;#Chroniques iraniennes;Gérard Wormser;;
;2009;;693;2;58;58;701;Appel pour la libération de Clotilde Reiss;2009-07-22 09:41:16;2011-08-02 11:41:39;# Soutien à Clotilde Reiss;#Chroniques iraniennes;Gérard Wormser;;
;2009;;693;5;60;60;695;Censure / Censorship;2009-07-01 04:28:56;2011-07-29 14:21:36;#Ali Abdolrezaei;#Chroniques iraniennes;Gérard Wormser;;
;2009;;693;6;60;60;696;Green Trilogy;2009-07-01 04:29:12;2011-07-29 14:22:19;#Abol Froushan;#Chroniques iraniennes;Gérard Wormser;;
;2009;;693;7;60;60;697;Terror and Other Poems;2009-07-01 04:28:35;2011-10-20 01:58:06;#Ali Abdolrezaei;#Chroniques iraniennes #Video et son;Gérard Wormser;;
;2009;;693;3;114;114;694;Iran, des élections démocratiques ? ;2009-06-29 03:19:31;2011-10-20 01:18:00;#Parham Shahrjerdi;#Chroniques iraniennes #Politique et société #Moyen Orient #Élections présidentielles;Gérard Wormser;;
;2009;;693;4;114;114;700;Iranian youth: A story of perseverance and hope;2009-07-12 06:12:54;2011-10-20 01:12:19;#Pantea Beigi;#Chroniques iraniennes;Gérard Wormser;;
;2009;;;1;58;58;617;Sartre et la peinture;2009-01-08 08:24:05;2011-08-02 12:23:18;#Sophie Astier Vezon;#Beauvoir (de), Simone #Sartre, Jean-Paul #Peinture;Gérard Wormser;;
;2009;;;2;58;58;618;Vie et mort dans la pensée de Frantz Fanon;2009-01-09 09:56:16;2009-01-09 09:49:56;#Matthieu Renault;#Philosophie #Sciences et environnement #Fanon, Frantz;Gérard Wormser;;
;2009;;;3;58;58;620;The problems facing Obama;2009-01-12 01:50:21;2011-06-17 22:56:41;#André Schiffrin;#Barack Obama #Politique et société #États-Unis #Relations internationales;Gérard Wormser;;
;2009;;;4;58;58;621;Obama, Organizer-in-chief;2009-01-21 05:16:06;2011-06-17 22:06:42;#Daniel Sturgeon;#Barack Obama #Politique et société #États-Unis;Gérard Wormser;;
;2009;;;5;58;58;622;"Claude Simon. ""Complément d'informations""";2009-01-29 08:12:56;2011-08-02 12:16:27;#Mireille Calle-Gruber;#Arts et lettres #Simon, Claude #Calle-Gruber, Mireille;Gérard Wormser;;
;2009;;;6;58;58;639;Les repentirs d'une bâtarde;2009-02-10 07:07:13;2011-11-16 18:07:11;#Anaïs Frantz;#Genres #Beauvoir (de), Simone #Arts et lettres #Poésie #Leduc, Violette #Calle-Gruber, Mireille;Gérard Wormser;;
;2009;;;7;58;58;641;La laïcité institutrice de libertés ;2009-03-06 07:04:39;2009-03-06 07:55:24;#Jean-Jacques Delfour;#Philosophie #Politique et société #Descartes #Spinoza #Religions #Démocratie #Condorcet;Gérard Wormser;;
;2009;;;8;58;58;645;Filosofía y literatura: la imposibilidad de la representación;2009-03-24 07:10:46;2011-08-02 12:02:02;#José Luis Rodríguez García;#Arts et lettres #Philosophie #Montaigne #Spinoza #Condorcet;Gérard Wormser;;
;2009;;;9;58;58;646;Histoire de la géopolitique entre la Chine continentale et Taiwan au 20e siècle;2009-03-24 08:05:39;2011-06-17 21:38:03;#Chang-Lin Li;#Histoire #Asie #Relations internationales #Socialisme et Communisme;Gérard Wormser;;
;2009;;;10;58;58;647;Agnès Varda : Les chemins de la création;2009-03-26 07:20:10;2011-12-23 12:25:55;#Mireille Brioude;#Genres #Histoire #Cinéma #Leduc, Violette #Duras, Marguerite  #Varda, Agnès #Malraux, André #Resnais, Alain #Lacan, Jacques;Gérard Wormser;;
;2009;;;11;58;58;648;Discours d'ouverture du Congrès littéraire international ;2009-03-27 11:31:55;2011-08-02 11:55:58;#Victor Hugo;#Arts et lettres #Politique et société #Eschyle #Édition, presse et médias #Voltaire;Gérard Wormser;;
;2009;;;12;58;58;649;« Nudge », la véritable révolution d'Obama ?;2009-03-29 06:36:35;2011-06-17 21:35:07;#Niels Planel;#Barack Obama #États-Unis;Gérard Wormser;;
;2009;;;13;58;58;669;La virtualité d'Internet;2009-04-16 06:23:24;2011-08-02 11:53:02;#Marcello Vitali Rosati;#Monde numérique;Gérard Wormser;;
;2009;;;14;58;58;688;Quel sens peut avoir la lutte d’universitaires ? ;2009-05-31 04:00:16;2011-08-02 11:47:51;#Jean-Louis Déotte;#Politique et société #Éducation et enseignement #France;Gérard Wormser;;
;2009;;;15;58;58;692;Sens et importance de la Déclaration universelle des droits de l’homme dans ce nouveau siècle;2009-06-17 06:31:01;2011-06-17 21:31:22;#Eduardo Cifuentes;#Amérique latine #Politique et société #Pays en développement #Mondialisation #Relations internationales #Démocratie #Droits humains;Gérard Wormser;;
;2009;;;16;58;58;686;Witchcraft, Subjectivation and Sovereignty: Foucault in Cameroon;2009-06-17 08:42:01;2011-11-16 18:00:41;#Laura Hengehold;#Politique et société #Afrique #Foucault, Michel;Gérard Wormser;;
;2009;;;17;58;58;699;Barack Obama face à un échiquier politique dominé par les indépendants;2009-07-04 06:46:04;2011-11-16 18:08:09;#Niels Planel;#Barack Obama #États-Unis #Milieu politique;Gérard Wormser;;
;2009;;;18;58;58;702;Athéna au pays de Garuda… La démocratie, vainqueur des élections présidentielles indonésiennes;2009-07-24 07:07:44;2011-08-02 11:39:27;#Eric Frécon;#Politique et société #Asie #Élections présidentielles;Gérard Wormser;;
;2009;;;19;58;58;703;Le Cambaramayanam et la religion;2009-09-10 13:38:16;2009-10-06 04:30:06;#David Annoussamy;#Arts et lettres #Asie #Poésie #Religions;Gérard Wormser;;
;2009;;;20;58;58;704;Patents and Liberties;2009-09-14 02:42:24;2011-06-24 15:57:12;#Michel Rocard;#Monde numérique #Politique et société #Démocratie #Condorcet #Internet;Gérard Wormser;;
;2009;;;21;58;58;705;Overlapping genres, as portrayed in  Marie Ndiaye's Autroportrait en vert (Green self-portrait);2009-09-28 04:34:30;2011-08-02 11:35:11;#Elsa Polverel;#Genres #Arts et lettres #Photographie #Ndiaye, Marie #Barthes, Roland;Gérard Wormser;;
;2009;;;22;58;58;707;Comment être raisonnable, malgré tout ?;2009-10-23 02:39:24;2011-08-02 11:30:35;#Jean-Paul Chartier;#Philosophie #Rimbaud #Barthes, Roland #Morin, Edgar;Gérard Wormser;;
;2009;;;23;58;58;708;Robert Musil, un apolitisme de l'aversion;2009-10-24 03:50:59;2009-10-23 03:06:47;#Sophie Djigo;#Politique et société #Musil, Robert #Démocratie;Gérard Wormser;;
;2009;;;24;58;58;709;Le totalitarisme ou le règne de l’inhumain;2009-10-24 04:45:43;2009-10-24 07:20:26;#Florent Bussy;#Levinas, Emmanuel;Gérard Wormser;;
;2009;;;25;58;58;713;Le temps des politistes. Une réponse par la Chine ?;2009-11-03 04:13:02;2011-08-02 11:24:19;#Stéphane Corcuff;#Politique et société #Asie #Ricoeur, Paul #Virilio, Paul #Milieu politique #Démocratie;Gérard Wormser;;
;2009;;;26;58;58;717;Un clown et un philosophe;2009-11-12 06:39:20;2011-08-02 11:20:00;#Yves Cusset;#Philosophie #Théâtre #Descartes #Spinoza #Lacan, Jacques;Gérard Wormser;;
;2009;;;27;58;58;718;The repentance of a bastard;2009-12-20 06:20:55;2011-03-29 08:58:56;#Anaïs Frantz;#Beauvoir (de), Simone #Leduc, Violette #Calle-Gruber, Mireille;Gérard Wormser;;
;2009;;;28;58;58;719;Le sens du public;2009-12-20 07:27:45;2011-12-23 12:34:42;#Hubert Vincent;#Politique et société #Europe #Espace public #Entreprises;Gérard Wormser;;
;2009;;;29;113;113;644;Au sujet de la Patagonie chilienne. Entretien avec Hernán Sandoval;2009-02-23 08:56:09;2011-06-06 07:32:30;#Roberto Gac #Hernán  Sandoval;#Amérique latine #Politique et société #Sciences et environnement #Crise financière #Pays en développement #Écologie #Patrimoine;Gérard Wormser;;
;2009;;;30;113;113;643;A proposito de la Patagonia Chilena. Entrevista con Hernán Sandoval;2009-02-23 08:58:25;2011-06-06 07:31:38;#Roberto Gac #Hernán  Sandoval;#Amérique latine;Gérard Wormser;;
;2009;;;31;60;60;689;Pour un bol de nouilles au boeuf;2009-06-10 02:09:14;2011-06-22 21:07:54;# Li Ang;#Arts et lettres #Asie #Nation, nationalisme #Guerre et conflit;Gérard Wormser;;
;2009;;;32;60;60;698;Calle Velarde;2009-07-04 05:23:11;2011-10-20 01:58:57;#Sergio Del Molino;;Gérard Wormser;;
;2009;;;33;60;60;710;Rue Velarde;2009-10-23 05:20:00;2011-10-09 15:08:36;#Sergio Del Molino;;Gérard Wormser;;
;2009;;;34;60;60;715;Risquer la Poésie;2009-11-18 06:01:35;2009-11-18 06:08:28;#Parham Shahrjerdi;;Gérard Wormser;;
;2009;;;35;60;60;714;Risk of Poetry;2009-11-18 06:02:35;2009-11-18 06:09:12;#Parham Shahrjerdi;;Gérard Wormser;;
;2009;;;36;60;60;716;Échonomie (création vidéo);2009-12-20 05:13:58;2009-12-21 10:20:23;#Norbert Godon;#Politique et société #Musique #Poésie #Capitalisme #Video et son #focuscreation;Gérard Wormser;;
;2009;;;37;76;76;670;Lecture de Pierre Dockès;2009-04-17 02:01:02;2011-10-20 01:42:48;#Alexis Dedieu;#Philosophie #Politique et société #Hobbes, Thomas #Capitalisme;Gérard Wormser;;
;2009;;;38;76;76;673;Il divenire tortuoso della rivoluzione / Le devenir tortueux de la révolution;2009-04-27 07:22:22;2009-04-27 07:34:07;#Claudio Tognonato;#Beauvoir (de), Simone #Merleau-Ponty, Maurice;Gérard Wormser;;
;2009;;;39;76;76;690;Quelques Socrates...;2009-06-10 07:37:33;2009-06-11 10:59:31;#Gérard Wormser;#Beauvoir (de), Simone #Ricoeur, Paul;Gérard Wormser;;
;2009;;;40;76;76;711;Une éthique de l'étrange... ou apprendre à accueillir le visiteur de minuit;2009-11-02 01:28:20;2011-06-17 12:50:26;#Dominic Desroches;#Philosophie #Politique et société #Innerarity, Daniel #Sujet #Altérité;Gérard Wormser;;
;2009;;;;65;65;672;Blanchot dans son siècle;2009-04-27 02:33:15;2009-05-30 05:34:52;# Sens Public;;Gérard Wormser;;
;2009;;;;65;65;687;"Cahiers Sens Public n°10, ""Un monde en noir et blanc. Amitiés postcoloniales""";2009-05-30 07:10:09;2010-11-04 06:34:29;# Sens Public;;Gérard Wormser;;
;2009;;;;65;65;706;"Cahiers Sens Public n°11/12, ""Malaise dans le capitalisme""";2009-10-14 05:15:57;2010-11-04 06:33:37;# Sens Public;#Gorz, André;Gérard Wormser;;
;2009;;;;65;65;640;Cahiers Sens Public n°9 : Obama-HOPE;2009-02-11 08:19:39;2010-11-04 06:35:44;# Sens Public;;Gérard Wormser;;
;2009;;;;65;65;671;Le Rationalisme est-il rationnel ? de Jean-Louis Leonhardt;2009-01-10 02:13:00;2009-04-27 04:17:31;# Sens Public;;Gérard Wormser;;
;2010;;542;1;58;58;731;Beauvoir et la douleur;2010-03-08 03:10:32;2011-06-21 12:25:20;#Françoise  Collin;#Genres #Beauvoir (de), Simone #Arts et lettres #Simon, Claude;Gérard Wormser;;
;2010;;544;1;58;58;775;"La vie imaginaire : échec ou réussite ?  ""L’imaginaire"" et ""L’idiot de la famille"" de Sartre";2010-10-04 08:20:02;2011-07-26 15:59:20;#Annabelle Dufourcq;#Philosophie #Sartre, Jean-Paul;Gérard Wormser;;
;2010;;721;1;109;109;721;Embrasser le 21e siècle, enfin ?;2010-01-19 03:40:58;2011-10-18 14:29:27;#Niels Planel;#Embrasser le 21e siècle, enfin ? #Rimbaud #Futur;Gérard Wormser;;
;2010;;721;2;58;58;801;1960-2010, la fin d’un âge politique ?;2010-12-31 03:12:58;2011-06-18 16:33:29;#Niels Planel;#Embrasser le 21e siècle, enfin ? #Politique et société #Milieu politique #Mondialisation #Relations internationales #Édition, presse et médias #Capitalisme;Gérard Wormser;;
;2010;;721;3;58;58;800;Banco !... L'espace public à l'heure du numérique;2010-12-17 04:21:54;2011-06-18 16:31:06;#Gérard Wormser;#Embrasser le 21e siècle, enfin ? #Monde numérique #Politique et société #Europe #Mondialisation #Relations internationales #Espace public #Édition, presse et médias #Capitalisme #Internet;Gérard Wormser;;
;2010;;721;4;58;58;728;L'individu au 21e siècle;2010-02-16 03:55:21;2010-02-16 08:45:34;#Nicolas Grimaldi;#Embrasser le 21e siècle, enfin ? #Grimaldi, Nicolas;Gérard Wormser;;
;2010;;721;5;58;58;750;Quand la complexité produit de la brutalité;2010-05-31 07:28:14;2011-06-18 16:09:34;#Saskia Sassen;#Embrasser le 21e siècle, enfin ? #Politique et société #Crise financière #Pays en développement #Relations internationales #Capitalisme;Gérard Wormser;;
;2010;;721;6;58;58;753;When complexity produces brutality;2010-06-16 02:04:40;2011-08-01 18:55:15;#Saskia Sassen;#Embrasser le 21e siècle, enfin ? #Politique et société;Gérard Wormser;;
;2010;;721;7;113;113;733;Où va l'Europe ? Entretien avec Hubert Védrine;2010-03-15 04:05:10;2011-06-18 16:06:16;#Hubert Védrine;#Embrasser le 21e siècle, enfin ? #Europe #Mondialisation #Relations internationales;Gérard Wormser;;
;2010;;762;1;107;107;762;Cultural diversity, Multilingualism and Ethnic minorities in Sweden ;2010-10-04 05:32:11;2011-10-20 02:30:39;#Christophe Premat;#Politique et société #Cultural diversity, Multilingualism and Ethnic minorities in Sweden;Gérard Wormser;;
;2010;;762;2;58;58;772;Addressing cultural differences resulting from immigration:  a comparison between French and Swedish public policies;2010-10-04 05:36:43;2011-08-01 18:23:18;#Cyril Coulet;#Politique et société #Europe #Cultural diversity, Multilingualism and Ethnic minorities in Sweden;Gérard Wormser;;
;2010;;762;3;58;58;781;Community interpreting in Sweden and its significance  to guaranteeing legal and medical security;2010-10-04 05:37:40;2011-08-01 18:24:12;#Eva Norström;#Politique et société #Europe #Cultural diversity, Multilingualism and Ethnic minorities in Sweden;Gérard Wormser;;
;2010;;762;4;58;58;765;Cultural diversity and international law. In the field of human rights and identities;2010-10-04 05:33:55;2011-08-01 18:06:23;#Joseph Yacoub;#Politique et société #Cultural diversity, Multilingualism and Ethnic minorities in Sweden #Relations internationales #Identité #Multilinguisme #Diversité culturelle;Gérard Wormser;;
;2010;;762;5;58;58;780;Diversity and similarity beyond ethnicity: migrants’ material practices;2010-10-04 05:37:20;2011-08-01 18:21:34;#Maja  Povrzanovic Frykman;#Politique et société #Europe #Cultural diversity, Multilingualism and Ethnic minorities in Sweden #Éducation et enseignement;Gérard Wormser;;
;2010;;762;6;58;58;767;Identity conflicts among Oriental Christian in Sweden;2010-10-04 05:34:53;2011-08-01 18:11:27;#David Gaunt;#Histoire #Politique et société #Cultural diversity, Multilingualism and Ethnic minorities in Sweden #Religions;Gérard Wormser;;
;2010;;762;7;58;58;768;Multicultural Sweden, assimilationist France: how and why national identity narratives evolve;2010-10-04 05:35:26;2011-08-01 18:13:43;#Nathalie Blanc-Noël;#Politique et société #Europe #Cultural diversity, Multilingualism and Ethnic minorities in Sweden #Multilinguisme #Francophonie #France;Gérard Wormser;;
;2010;;762;8;58;58;769;National identity, inclusion and exclusion. An empirical investigation;2010-10-04 05:36:17;2011-08-01 18:16:42;#Hans Lödén;#Europe #Cultural diversity, Multilingualism and Ethnic minorities in Sweden #Multilinguisme #Francophonie #Diversité culturelle;Gérard Wormser;;
;2010;;762;9;58;58;766;National minorities/ New minorities. What similarities and differences  in contemporary Europe?;2010-10-04 05:34:17;2011-08-01 18:08:16;#Yves Plasseraud;#Politique et société #Europe #Bolzano, Bernard #Cultural diversity, Multilingualism and Ethnic minorities in Sweden #Éducation et enseignement;Gérard Wormser;;
;2010;;762;10;58;58;764;Språklig mångfald och enhetssträvan – om svensk språkpolitik i tidsperspektiv;2010-10-04 05:33:31;2011-08-01 18:05:21;#Jean-François Battail;#Politique et société #Europe #Fichte #Kant #Cultural diversity, Multilingualism and Ethnic minorities in Sweden;Gérard Wormser;;
;2010;;762;11;58;58;778;The dramatisation of violence from Montesquieu to Lars Norén;2010-10-04 05:36:59;2011-10-09 19:05:38;#Gérard Wormser #Carole Dely;#Histoire #Europe #Cultural diversity, Multilingualism and Ethnic minorities in Sweden #Multilinguisme;Gérard Wormser;;
;2010;;762;12;58;58;763;The language situation in Sweden: the relationship between the main language and the national minority languages;2010-10-04 05:33:06;2011-08-01 18:03:51;#Riina Heikkilä;#Politique et société #Europe #Cultural diversity, Multilingualism and Ethnic minorities in Sweden;Gérard Wormser;;
;2010;;968;1;113;113;796;"Crise durable ou développement soutenable ?  À propos de ""The Tender Land"" d'Aaron Copland";2010-12-01 08:34:26;2011-10-06 11:52:29;#Gérard Wormser #Marc-Olivier Padis #Bernard Gazier #Jean Lacornerie #Catherine Bodet;#Arts et lettres #Philosophie #Politique et société #Europe #États-Unis #Musique #Théâtre #Crise financière #Mouvement social #Capitalisme #Entreprises #Conférences Consonances;Gérard Wormser;;
;2010;;;1;58;58;720;Pratique archéologique, esthétique picturale et temporalité historique chez Foucault;2010-01-08 02:01:04;2010-01-08 04:24:00;#Thomas Bolmain;#Histoire #Peinture #Foucault, Michel;Gérard Wormser;;
;2010;;;2;58;58;722;Y a-t-il (encore) une majorité progressiste émergente aux États-Unis ?;2010-01-19 03:41:42;2011-10-13 17:18:11;#Ruy Teixeira;#Embrasser le 21e siècle, enfin ? #Politique et société #États-Unis #Milieu politique;Gérard Wormser;;
;2010;;;3;58;58;723;Is there (still) an emerging progressive  majority in the United States?;2010-01-19 03:42:57;2011-10-20 00:31:21;#Ruy Teixeira;#Embrasser le 21e siècle, enfin ? #Politique et société #États-Unis;Gérard Wormser;;
;2010;;;4;58;58;727;De la guerre à la guerre dans la géopolitique moderne;2010-02-12 03:20:04;2011-10-20 00:40:20;#Idriss Aberkane;#Histoire #Politique et société #Guerre et conflit #Morin, Edgar;Gérard Wormser;;
;2010;;;5;58;58;729;The entitled nation: how people make themselves white in contemporary England;2010-03-01 03:32:25;2011-12-23 12:28:39;#Steve Garner;#Politique et société #Europe #Diversité culturelle;Gérard Wormser;;
;2010;;;6;58;58;732;Com'è possibile restare ragionevoli, nonostante tutto?;2010-03-10 03:08:03;2011-03-29 08:05:17;#Jean-Paul Chartier;#Barthes, Roland;Gérard Wormser;;
;2010;;;7;58;58;737;世界史の中の日本の将来;2010-04-24 10:32:29;2011-06-18 16:08:13;#Naoki Inose;#Embrasser le 21e siècle, enfin ? #Politique et société;Gérard Wormser;;
;2010;;;8;58;58;738;Du papier à l'écran. Perspectives paradoxales de Wikipedia;2010-04-27 14:22:30;2010-05-04 07:34:43;#Jorge Orlando Melo;#Amérique latine #Monde numérique #Colombie;Gérard Wormser;;
;2010;;;9;58;58;739;Des avantages et des inconvénients d’organiser des primaires à gauche;2010-05-02 09:43:37;2011-06-17 20:55:03;#Niels Planel;#Politique et société #Milieu politique #Démocratie #Élections présidentielles #France;Gérard Wormser;;
;2010;;;10;58;58;740;Reconstruire Port-au-Prince après le séisme du 12 janvier 2010;2010-05-26 09:15:39;2011-06-17 20:54:08;#Serge Theunynck;#Amérique latine #Politique et société #Pays en développement;Gérard Wormser;;
;2010;;;11;58;58;742;Jean-Paul Sartre;2010-05-28 02:46:24;2011-03-29 08:44:01;#Claudio Tognonato;#Beauvoir (de), Simone #Philosophie #Sartre, Jean-Paul;Gérard Wormser;;
;2010;;;12;58;58;745;Le Livre à l'ombre du Journal : deux représentations de la littérature à la fin du 19e siècle;2010-05-28 05:12:48;2011-12-23 12:18:10;#Hélène Campaignolle;#Arts et lettres #Poésie #Mallarmé, Stéphane #Maupassant (de), Guy #Bourdieu, Pierre #Barthes, Roland #Édition, presse et médias;Gérard Wormser;;
;2010;;;13;58;58;747;Antanas Mockus,  vert de l'espérance pour la Colombie ?;2010-05-31 08:34:00;2011-12-23 12:24:13;#Gérard Wormser;#Amérique latine #Politique et société #Milieu politique #Élections présidentielles #Éducation et enseignement #Colombie;Gérard Wormser;;
;2010;;;14;58;58;749;Culture de l'exception, culture de la diversité – Contrepoint à Naoki Inose;2010-06-10 02:20:15;2011-06-17 20:31:22;#Kyoko Naiki;#Politique et société #Asie #Société de consommation #Identité;Gérard Wormser;;
;2010;;;15;58;58;748;例外の文化、多様性の文化 - 猪瀬直樹氏のエッセーによせて;2010-06-10 02:21:41;2011-06-17 20:28:18;#Kyoko Naiki;#Politique et société;Gérard Wormser;;
;2010;;;16;58;58;754;L'écologie politique est-elle réactionnaire ?;2010-06-16 03:20:49;2011-08-01 18:54:18;#Fabrice Flipo;#Politique et société #Marx, Karl #Démocratie #Écologie;Gérard Wormser;;
;2010;;;17;58;58;755;"Élections en Colombie : Et le discours ""PARA""... qu'en est-il ?";2010-06-17 04:00:01;2011-08-01 18:53:19;#Jaime Wilches;#Amérique latine #Milieu politique #Guerre et conflit #Élections présidentielles #Colombie;Gérard Wormser;;
;2010;;;18;58;58;758;'A Tale of Two Cities' – The transition of the electricity sector;2010-06-26 07:22:42;2011-12-13 19:24:36;#Ralph Sims;#Embrasser le 21e siècle, enfin ? #Politique et société #Sciences et environnement #Écologie;Gérard Wormser;;
;2010;;;19;58;58;770;Desde el tiempo en el que nos escribe Beauvoir;2010-09-05 06:53:06;2012-12-29 15:53:12;#Carole Dely;#Genres #Beauvoir (de), Simone #Philosophie #Politique et société;Gérard Wormser;;
;2010;;;20;58;58;771;Guerre et démocratie dans la pensée politique  de Cornélius Castoriadis;2010-09-05 08:55:04;2010-09-05 08:52:53;#Christophe Premat;#Philosophie #Politique et société #Europe #Spinoza #Negri, Antonio #Guerre et conflit #Démocratie #Socialisme et Communisme #Morin, Edgar #Capitalisme #Castoriadis, Cornelius;Gérard Wormser;;
;2010;;;21;58;58;773;Pougne-Hérisson et le patrimoine mondial;2010-09-20 04:33:17;2010-09-20 04:30:49;#William Desmond;#Politique et société;Gérard Wormser;;
;2010;;;22;58;58;786;Jean-Paul Sartre;2010-10-19 04:30:56;2011-08-01 18:47:19;#Claudio Tognonato;#Beauvoir (de), Simone #Bourdieu, Pierre;Gérard Wormser;;
;2010;;;23;58;58;789;Depuis le temps où Beauvoir nous écrit;2010-11-04 11:59:02;2015-07-03 12:39:03;#Carole Dely;#Beauvoir (de), Simone;Gérard Wormser;;
;2010;;;24;58;58;794;De Johann Gottfried Herder à Benedict Anderson : retour sur quelques conceptions savantes de la nation;2010-11-30 04:32:30;2011-12-23 12:21:54;#Thomas Landwehrlen #Raphaël Cahen;#Histoire #Philosophie #Politique et société #Europe #Montaigne #Herder, Johann Gottfried #Fichte #Renan, Ernest #Simmel, Georg #Identité #Nation, nationalisme;Gérard Wormser;;
;2010;;;25;58;58;797;La imagen de la vida cotidiana o la estética del narcisismo;2010-12-13 03:10:51;2011-08-01 18:44:12;#Fabrizio Pineda #Edgar Pineda;#Vigo, Jean;Gérard Wormser;;
;2010;;;26;113;113;777;"""Pour une insurrection éducative !"" Entretien avec Antanas Mockus";2010-10-01 01:32:11;2011-07-29 13:40:13;#Gérard Wormser #Antanas Mockus;#Embrasser le 21e siècle, enfin ? #Amérique latine #Politique et société #Milieu politique #Élections présidentielles #Éducation et enseignement #Colombie;Gérard Wormser;;
;2010;;;27;113;113;776;"""¡Por una insurrección educativa!"" Entrevista con Antanas Mockus";2010-10-01 01:32:33;2011-06-18 16:25:29;#Gérard Wormser #Antanas Mockus;#Embrasser le 21e siècle, enfin ? #Amérique latine #Politique et société #Milieu politique #Élections présidentielles #Éducation et enseignement #Colombie;Gérard Wormser;;
;2010;;;28;113;113;784;Astérix, un héros de la littérature populaire. Entretien avec Nicolas Rouvière;2010-10-14 07:36:07;2011-10-20 01:25:49;#Christophe Premat #Églantine de Boissieu #Nicolas Rouvière;#Barthes, Roland;Gérard Wormser;;
;2010;;;29;113;113;787;" ""Les chefs d'État sont persuadés qu’ils ne feront jamais faillite"". Entretien sur le futur de la dette avec Jacques Attali";2010-10-21 02:01:33;2011-06-18 16:28:02;#Gérard Wormser #Niels Planel #Jacques Attali;#Embrasser le 21e siècle, enfin ? #Politique et société #Europe #Crise financière #Milieu politique #Relations internationales #Capitalisme;Gérard Wormser;;
;2010;;;30;113;113;792;"""Je ne pense pas qu'il y ait aucune musique particulière qui soit un modèle direct pour ce que je fais"". Entretien avec Ellery Eskelin";2010-11-21 08:37:13;2011-10-18 15:59:33;#Carole Dely #Ellery Eskelin;#Arts et lettres #Musique;Gérard Wormser;;
;2010;;;31;113;113;791;"""I don't think there is any particular music which is a direct model for what I do"". Interview with Ellery Eskelin";2010-11-21 08:37:30;2011-10-18 15:58:59;#Carole Dely #Ellery Eskelin;#Arts et lettres #Musique;Gérard Wormser;;
;2010;;;32;113;113;795;La place du marché et la mondialisation;2010-12-02 03:09:05;2011-10-20 01:22:56;#Dominic Desroches #Daniel Innerarity;#Philosophie #Politique et société #Virilio, Paul #Smith, Adam #Marx, Karl #Innerarity, Daniel #Crise financière #Mondialisation #Capitalisme;Gérard Wormser;;
;2010;;;33;113;113;798;“Politics of memory”. Interview with Kirsten Emiko McAllister;2010-12-13 07:01:11;2011-08-09 16:51:10;#Christophe Premat #Françoise Sule #Kirsten Amiko McAllister;#Politique et société #Identité #Diversité culturelle #Politique mémorielle;Gérard Wormser;;
;2010;;;34;60;60;725;(Kes-ce...) Kon-di ?;2010-01-25 09:25:03;2010-01-25 12:03:55;#Christophe Marchand-Kiss;#Polémoscope 2 #Video et son;Gérard Wormser;;
;2010;;;35;60;60;724;Kes-ce... (Kon-di) ?;2010-01-25 09:25:28;2011-08-09 16:39:25;#Anne Kawala;#Polémoscope 2;Gérard Wormser;;
